Date,UKPOUND_BID_SPOT,UKPOUND_ASK_SPOT
1983-10-31,0.669209663,0.669657805
1983-11-30,0.68119891,0.68189567
1983-12-30,0.688705234,0.689179876
1984-01-31,0.7140307029999999,0.7145409070000001
1984-02-29,0.670600858,0.671050866
1984-03-30,0.692760651,0.6932409009999999
1984-04-30,0.7160759040000001,0.7165890359999999
1984-05-31,0.721761097,0.722282412
1984-06-29,0.736919676,0.737463127
1984-07-31,0.7645259940000001,0.765110941
1984-08-31,0.762951095,0.7635336340000001
1984-09-28,0.8090614890000001,0.809716599
1984-10-31,0.8190008190000001,0.8196721309999999
1984-11-30,0.830220008,0.830909846
1984-12-31,0.862663906,0.863408738
1985-01-31,0.884173298,0.884955752
1985-02-28,0.923787529,0.924641701
1985-03-29,0.807102502,0.8103727709999999
1985-04-30,0.803858521,0.805152979
1985-05-31,0.776397516,0.777604977
1985-06-28,0.7630675309999999,0.7636502479999999
1985-07-31,0.7089684509999999,0.709723208
1985-08-30,0.71787509,0.71864894
1985-09-30,0.709723208,0.7104795740000001
1985-10-31,0.689655172,0.699300699
1985-11-29,0.671591672,0.672043011
1985-12-31,0.691085003,0.692041522
1986-01-31,0.7074637420000001,0.707964602
1986-02-28,0.690607735,0.6915629320000001
1986-03-31,0.674308833,0.674763833
1986-04-30,0.646412411,0.64683053
1986-05-30,0.6788866259999999,0.679347826
1986-06-30,0.652315721,0.652741514
1986-07-31,0.670690812,0.67114094
1986-08-29,0.6722689079999999,0.672721157
1986-09-30,0.690607735,0.691085003
1986-10-31,0.7109847140000001,0.711490573
1986-11-28,0.697107006,0.6978367059999999
1986-12-31,0.674308833,0.674763833
1987-01-30,0.660501982,0.6609385329999999
1987-02-27,0.646746863,0.647165415
1987-03-31,0.622858922,0.623247117
1987-04-30,0.602409639,0.602772755
1987-05-29,0.613496933,0.613873542
1987-06-30,0.619770685,0.620155039
1987-07-31,0.628338046,0.628733103
1987-08-31,0.61244488,0.612820199
1987-09-30,0.61500615,0.615384615
1987-10-30,0.5807200929999999,0.581057525
1987-11-30,0.546896363,0.547195622
1987-12-31,0.529661017,0.530222694
1988-01-29,0.564971751,0.565291125
1988-02-29,0.563602547,0.563920374
1988-03-31,0.529801325,0.530222694
1988-04-29,0.531914894,0.532197978
1988-05-31,0.54377379,0.544069641
1988-06-30,0.586166471,0.586510264
1988-07-29,0.585137507,0.585651537
1988-08-31,0.594177065,0.594530321
1988-09-30,0.591366056,0.591715976
1988-10-31,0.5648122,0.5651313929999999
1988-11-30,0.541418517,0.5417118089999999
1988-12-30,0.553097345,0.553709856
1989-01-31,0.570613409,0.570939195
1989-02-28,0.5730659029999999,0.573394495
1989-03-31,0.591891092,0.592241635
1989-04-28,0.591891092,0.592241635
1989-05-31,0.634920635,0.635727908
1989-06-30,0.645577792,0.6459948320000001
1989-07-31,0.59962823,0.599988
1989-08-31,0.635324015,0.635727908
1989-09-29,0.61842919,0.6188118810000001
1989-10-31,0.6327111670000001,0.633111744
1989-11-30,0.636456212,0.636861546
1989-12-29,0.619578686,0.620347395
1990-01-31,0.594883998,0.595238095
1990-02-28,0.591366056,0.591715976
1990-03-30,0.607348922,0.607718019
1990-04-30,0.610687023,0.611060189
1990-05-31,0.596480763,0.596836765
1990-06-29,0.572573719,0.5729017470000001
1990-07-31,0.537345513,0.537634409
1990-08-31,0.52882073,0.5291005289999999
1990-09-28,0.5330490410000001,0.533333333
1990-10-31,0.513795407,0.514059528
1990-11-30,0.514588586,0.514853524
1990-12-31,0.518000518,0.5188067439999999
1991-01-31,0.508517671,0.508776393
1991-02-28,0.522739153,0.5230125520000001
1991-03-29,0.575705239,0.576701269
1991-04-30,0.579038796,0.579374276
1991-05-31,0.588235294,0.588581519
1991-06-28,0.61709349,0.617474529
1991-07-31,0.59311981,0.59347181
1991-08-30,0.595592615,0.595947557
1991-09-30,0.570776256,0.571102227
1991-10-31,0.573230152,0.5735589329999999
1991-11-29,0.565195275,0.565514901
1991-12-31,0.535331906,0.535905681
1992-01-31,0.558659218,0.5589714920000001
1992-02-28,0.5688282139999999,0.569151964
1992-03-31,0.575705239,0.576036866
1992-04-30,0.563539025,0.56385678
1992-05-29,0.546597431,0.546896363
1992-06-30,0.5250721970000001,0.5253480429999999
1992-07-31,0.51975052,0.520020801
1992-08-31,0.504413619,0.504668181
1992-09-30,0.560852496,0.561167228
1992-10-30,0.639795266,0.640204866
1992-11-30,0.660720185,0.661157025
1992-12-31,0.660501982,0.661813369
1993-01-29,0.672494956,0.67294751
1993-02-26,0.703482237,0.703977473
1993-03-31,0.663570007,0.664010624
1993-04-30,0.637145588,0.637551801
1993-05-31,0.640409862,0.64082025
1993-06-30,0.669120107,0.669568129
1993-07-30,0.6740815640000001,0.6745362559999999
1993-08-31,0.6722689079999999,0.672721157
1993-09-30,0.667556742,0.6680026720000001
1993-10-29,0.6723593090000001,0.67281168
1993-11-30,0.673219335,0.673672864
1993-12-31,0.6761325220000001,0.677506775
1994-01-31,0.666222518,0.666666667
1994-02-28,0.671591672,0.672043011
1994-03-31,0.6714113070000001,0.671862403
1994-04-29,0.660153156,0.660589246
1994-05-31,0.661200741,0.6616382160000001
1994-06-30,0.645786245,0.646203554
1994-07-29,0.648929267,0.64977258
1994-08-31,0.650872169,0.651296079
1994-09-30,0.6346788529999999,0.635081926
1994-10-31,0.611246944,0.611620795
1994-11-30,0.637673766,0.6380806529999999
1994-12-30,0.6381620929999999,0.638569604
1995-01-31,0.633071664,0.6334726970000001
1995-02-28,0.631074088,0.631472594
1995-03-31,0.615233173,0.61599113
1995-04-28,0.62150404,0.621890547
1995-05-31,0.630119723,0.630517024
1995-06-30,0.628693575,0.629089079
1995-07-31,0.625625626,0.626017278
1995-08-31,0.644080897,0.644496004
1995-09-29,0.6321112520000001,0.632511069
1995-10-31,0.6321112520000001,0.632511069
1995-11-30,0.6531678639999999,0.653594771
1995-12-29,0.643500644,0.6439150029999999
1996-01-31,0.660763843,0.661200741
1996-02-29,0.65257113,0.652997257
1996-03-29,0.654964632,0.655393892
1996-04-30,0.6646284729999999,0.665070497
1996-05-31,0.644246875,0.644662197
1996-06-28,0.643583473,0.643997939
1996-07-31,0.642467074,0.642880103
1996-08-30,0.639959043,0.640368852
1996-09-30,0.638977636,0.639386189
1996-10-31,0.614175163,0.6145526060000001
1996-11-29,0.594530321,0.594883998
1996-12-31,0.58356676,0.583907509
1997-01-31,0.624219725,0.624609619
1997-02-28,0.613647521,0.614024315
1997-03-31,0.612745098,0.613120785
1997-04-30,0.6169031460000001,0.617283951
1997-05-30,0.610873549,0.611246944
1997-06-30,0.6003842460000001,0.600744924
1997-07-31,0.6092360179999999,0.609607413
1997-08-29,0.616674889,0.617055412
1997-09-30,0.619885941,0.6202704379999999
1997-10-31,0.596125186,0.596480763
1997-11-28,0.592276712,0.592627711
1997-12-31,0.604521823,0.604887491
1998-01-30,0.612820199,0.6131959770000001
1998-02-27,0.6075334139999999,0.607902736
1998-03-31,0.5960896520000001,0.596445187
1998-04-30,0.597657184,0.5980145920000001
1998-05-29,0.6123698710000001,0.612745098
1998-06-30,0.598515681,0.598874117
1998-07-31,0.611620795,0.611995104
1998-08-31,0.5977286310000001,0.5980861239999999
1998-09-30,0.588512241,0.588858792
1998-10-30,0.59751434,0.597871577
1998-11-30,0.6059137179999999,0.606281072
1998-12-31,0.6008893160000001,0.601250601
1999-01-29,0.607681089,0.60805059
1999-02-26,0.622665006,0.62305296
1999-03-31,0.61896509,0.619348445
1999-04-30,0.6214267960000001,0.621813207
1999-05-31,0.624375624,0.624765713
1999-06-30,0.634356762,0.634759426
1999-07-30,0.6165988410000001,0.616979269
1999-08-31,0.622045285,0.622432466
1999-09-30,0.607164542,0.6075334139999999
1999-10-29,0.607902736,0.608272506
1999-11-30,0.62751004,0.627904056
1999-12-31,0.619655472,0.620039683
2000-01-31,0.617894217,0.618276246
2000-02-29,0.632431065,0.632831287
2000-03-31,0.62672349,0.627116518
2000-04-28,0.643500644,0.6439150029999999
2000-05-31,0.667645881,0.668091929
2000-06-30,0.659630607,0.6600660070000001
2000-07-31,0.666755567,0.667200427
2000-08-31,0.690131125,0.690607735
2000-09-29,0.676041103,0.676498444
2000-10-31,0.689464975,0.689940665
2000-11-30,0.701557458,0.7020499859999999
2000-12-29,0.668806849,0.669254451
2001-01-31,0.684837693,0.6853070179999999
2001-02-28,0.691658597,0.69213732
2001-03-30,0.7046223220000001,0.705119165
2001-04-30,0.6986167390000001,0.699105145
2001-05-31,0.705019741,0.7055171440000001
2001-06-29,0.707714084,0.708014727
2001-07-31,0.702148575,0.702444507
2001-08-31,0.6886578059999999,0.688942473
2001-09-28,0.679948324,0.680225835
2001-10-31,0.687285223,0.687568757
2001-11-30,0.70229651,0.7025925670000001
2001-12-31,0.688041833,0.6883259909999999
2002-01-31,0.7074136959999999,0.707714084
2002-02-28,0.706613906,0.706913615
2002-03-29,0.702148575,0.702444507
2002-04-30,0.68540096,0.68568294
2002-05-31,0.683947746,0.684228532
2002-06-28,0.654750213,0.6550075329999999
2002-07-31,0.638977636,0.639222705
2002-08-30,0.645869664,0.646120049
2002-09-30,0.637226789,0.637470517
2002-10-31,0.639467963,0.639713408
2002-11-29,0.642384531,0.642632222
2002-12-31,0.621040864,0.621272366
2003-01-31,0.6078657829999999,0.608087565
2003-02-28,0.63496095,0.635202947
2003-03-31,0.632951453,0.63319192
2003-04-30,0.624726682,0.62496094
2003-05-30,0.609310261,0.609533098
2003-06-30,0.604668037,0.604887491
2003-07-31,0.621388181,0.621619942
2003-08-29,0.633713561,0.633954609
2003-09-30,0.601178309,0.6013952370000001
2003-10-31,0.589483612,0.589692181
2003-11-28,0.580686371,0.58088876
2003-12-31,0.561797753,0.561987187
2004-01-30,0.547915183,0.548095369
2004-02-27,0.536135535,0.536308055
2004-03-31,0.543448726,0.543625985
2004-04-30,0.563666084,0.56385678
2004-05-31,0.5462689829999999,0.546448087
2004-06-30,0.5512375279999999,0.551419906
2004-07-30,0.549692172,0.549873529
2004-08-31,0.556359185,0.556544969
2004-09-30,0.5516937,0.55187638
2004-10-29,0.5448106779999999,0.5449888279999999
2004-11-30,0.524273881,0.52443885
2004-12-31,0.52208416,0.522247754
2005-01-31,0.53157559,0.5317451879999999
2005-02-28,0.519777535,0.519939687
2005-03-31,0.529324582,0.5294927460000001
2005-04-29,0.523149359,0.523313622
2005-05-31,0.548335801,0.548516264
2005-06-30,0.557786702,0.55797344
2005-07-29,0.568731161,0.5689253000000001
2005-08-31,0.55401662,0.5542008420000001
2005-09-30,0.56557887,0.565770863
2005-10-31,0.565259171,0.565450947
2005-11-30,0.576900888,0.577100646
2005-12-30,0.581902822,0.58210606
2006-01-31,0.560098577,0.5602868670000001
2006-02-28,0.570125428,0.57032052
2006-03-31,0.575175429,0.5753739929999999
2006-04-28,0.54866674,0.54884742
2006-05-31,0.53361793,0.533788833
2006-06-30,0.541154824,0.541330591
2006-07-31,0.5351600129999999,0.535331906
2006-08-31,0.525458463,0.525624179
2006-09-29,0.534130969,0.534302201
2006-10-31,0.523916802,0.524026621
2006-11-30,0.508001016,0.508104263
2006-12-29,0.510594843,0.5106991470000001
2007-01-31,0.509761941,0.509865905
2007-02-28,0.509865905,0.5099699120000001
2007-03-30,0.5079236079999999,0.508026824
2007-04-30,0.499950005,0.500050005
2007-05-31,0.505127039,0.5052291210000001
2007-06-29,0.49810719299999995,0.49820645700000005
2007-07-31,0.491400491,0.49149709999999996
2007-08-31,0.495564696,0.49566294899999996
2007-09-28,0.489739948,0.489835905
2007-10-31,0.48106989899999997,0.48116248899999997
2007-11-30,0.486286715,0.486381323
2007-12-31,0.504210155,0.504311866
2008-01-31,0.502512563,0.502613591
2008-02-29,0.50347397,0.503575385
2008-03-31,0.503905266,0.504006854
2008-04-30,0.504133898,0.5042355789999999
2008-05-30,0.5052035970000001,0.50530571
2008-06-30,0.502361097,0.5024620639999999
2008-07-31,0.504617248,0.504719124
2008-08-29,0.549239304,0.549359996
2008-09-30,0.560098577,0.56022409
2008-10-31,0.615384615,0.615536132
2008-11-28,0.653381248,0.653552055
2008-12-31,0.68310677,0.683293475
2009-01-30,0.693096756,0.693288963
2009-02-27,0.699251801,0.699447437
2009-03-31,0.6987143659999999,0.6989097009999999
2009-04-30,0.6743997840000001,0.6745817590000001
2009-05-29,0.6178178670000001,0.617970585
2009-06-30,0.607164542,0.607312037
2009-07-31,0.597978832,0.5981218970000001
2009-08-31,0.613045611,0.6131959770000001
2009-09-30,0.623908161,0.624063904
2009-10-30,0.607718019,0.6078657829999999
2009-11-30,0.609124688,0.6092731370000001
2009-12-31,0.618658748,0.6188118810000001
2010-01-29,0.624648635,0.6248047489999999
2010-02-26,0.657289339,0.657462196
2010-03-31,0.658111221,0.658284511
2010-04-30,0.654321795,0.654493095
2010-05-31,0.690417012,0.690607735
2010-06-30,0.668493883,0.668672685
2010-07-30,0.636739892,0.636902108
2010-08-31,0.651890482,0.6520605110000001
2010-09-30,0.6364967220000001,0.636658815
2010-10-29,0.6241807629999999,0.624336642
2010-11-30,0.642219511,0.642384531
2010-12-31,0.64008193,0.640245854
2011-01-31,0.623402531,0.623558022
2011-02-28,0.6150818060000001,0.615233173
2011-03-31,0.622393726,0.622548714
2011-04-29,0.598587334,0.598730691
2011-05-31,0.6085316129999999,0.608679774
2011-06-30,0.621542669,0.621697233
2011-07-29,0.607828835,0.607976654
2011-08-31,0.6143638260000001,0.614514841
2011-09-30,0.639549757,0.639713408
2011-10-31,0.619962802,0.6201165820000001
2011-11-30,0.636334712,0.6364967220000001
2011-12-30,0.6439150029999999,0.644080897
2012-01-31,0.634517766,0.6346788529999999
2012-02-29,0.626644943,0.626802056
2012-03-30,0.625156289,0.625312656
2012-04-30,0.616104984,0.616256856
2012-05-31,0.648424329,0.6485925539999999
2012-06-29,0.6377551020000001,0.637917836
2012-07-31,0.638121371,0.638284292
2012-08-31,0.630199143,0.630358043
2012-09-28,0.619156709,0.619310089
2012-10-31,0.6198475179999999,0.62000124
2012-11-30,0.623908161,0.624063904
2012-12-31,0.6147037129999999,0.6148548939999999
2013-01-31,0.630238861,0.630397781
2013-02-28,0.658457892,0.658631364
2013-03-29,0.658978583,0.65915233
2013-04-30,0.6434592370000001,0.643624895
2013-05-31,0.658718135,0.658891744
2013-06-28,0.658284511,0.658457892
2013-07-31,0.658457892,0.658631364
2013-08-30,0.646078305,0.646245315
2013-09-30,0.6177033789999999,0.61785604
2013-10-31,0.62289772,0.62305296
2013-11-29,0.610873549,0.6110228520000001
2013-12-31,0.6035731529999999,0.6037189079999999
2014-01-31,0.607828835,0.607976654
2014-02-28,0.596587519,0.59672992
2014-03-31,0.5995922770000001,0.599736116
2014-04-30,0.592452159,0.592592593
2014-05-30,0.596516345,0.596658711
2014-06-30,0.584624379,0.584761125
2014-07-31,0.592206562,0.592346878
2014-08-29,0.602990835,0.603136309
2014-09-30,0.616788996,0.616941206
2014-10-31,0.625,0.625156289
2014-11-28,0.639427073,0.639590662
2014-12-31,0.641560275,0.641724957
2015-01-30,0.665114732,0.66529173
2015-02-27,0.647668394,0.647836227
2015-03-31,0.67335533,0.6735367409999999
2015-04-30,0.651678071,0.651847989
2015-05-29,0.655093351,0.655265055
2015-06-30,0.636213259,0.636375207
2015-07-31,0.639549757,0.639713408
2015-08-31,0.650533437,0.650702759
2015-09-30,0.6610696110000001,0.661244462
2015-10-30,0.647249191,0.647416807
2015-11-30,0.6645843029999999,0.664761018
2015-12-31,0.6779661020000001,0.678150007
2016-01-29,0.7044237809999999,0.7046223220000001
